Sequence 'H41R301um_2022_000000011388' (4341 bp)
Sequence 'H41R301um_2022_000000013812' (3799 bp)
Sequence 'H41R301um_2022_000000080806' (1314 bp)
Sequence 'H41R302um_2022_000000018436' (4042 bp)
Sequence 'H41R302um_2022_000000012937' (5097 bp)
Sequence 'H41R302um_2022_000000022638' (3544 bp)
Sequence 'H41R302um_2022_000000059235' (1940 bp)
Sequence 'H41R302um_2022_000000171108' (1040 bp)
Sequence 'H41R302um_2022HA_000000003783' (19517 bp)
Sequence 'H41R302um_2022HA_000000004078' (18720 bp)
Sequence 'H41R302um_2022HA_000000000234' (74884 bp)
Sequence 'H41R302um_2022HA_000000000021' (202289 bp)
Sequence 'H41R302um_2022HA_000000001179' (36593 bp)
Sequence 'H41R302um_2022HA_000000196942' (1063 bp)
Sequence 'H41R302um_2022HA_000000012593' (9305 bp)
Sequence 'H41R302um_2022HA_000000027354' (5360 bp)
Sequence 'H41R302um_2022HA_000000140543' (1426 bp)
Sequence 'H41R302um_2022HA_000000004287' (18173 bp)
Sequence 'H41R302um_2022HA_000000003030' (22141 bp)
Sequence 'H41R302um_2022HA_000000053977' (3182 bp)
Sequence 'H41R302um_2022HA_000000134638' (1480 bp)
Sequence 'H43-bin103_1_Hain_H43_02um_R1_5924_length_8954_cov_4' (8954 bp)
Sequence 'H43-bin172_1_Hain_H43_02um_R3_651_length_28404_cov_20' (28404 bp)
Sequence 'H43-bin172_1_Hain_H43_02um_R3_599_length_29599_cov_18' (29599 bp)
Sequence 'H43-bin186_1_Hain_H43_02um_R3_2081_length_15690_cov_6' (15690 bp)
Sequence 'H43-bin213_1_Hain_H43_02um_R3_12239_length_5497_cov_6' (5497 bp)
Sequence 'H43-bin227_1_Hain_H43_02um_R3_146071_length_1384_cov_6' (1384 bp)
Sequence 'H43-bin228_1_Hain_H43_02um_R3_4819_length_9578_cov_5' (9578 bp)
Sequence 'H43-bin228_1_Hain_H43_02um_R3_68293_length_2054_cov_3' (2054 bp)
Sequence 'H51-bin030_1_Hain_H51_01um_R1_33210_length_3254_cov_23' (3254 bp)
Sequence 'H51-bin186_1_Hain_H51_02um_R1_24808_length_3454_cov_5' (3454 bp)
Sequence 'H51-bin243_1_Hain_H51_02um_R2_72452_length_1959_cov_4' (1959 bp)
Sequence 'H51-bin275_Hain_H51_02um_R2_94537_length_1708_cov_2' (1708 bp)
Sequence 'H51-bin275_Hain_H51_02um_R2_30745_length_3038_cov_3' (3038 bp)
Sequence 'H51-bin286_1_Hain_H51_02um_R2_4229_length_8343_cov_4' (8343 bp)
Sequence 'H51-bin286_1_Hain_H51_02um_R2_24002_length_3442_cov_4' (3442 bp)
Sequence 'H51-bin304_1_Hain_H51_02um_R3_81255_length_1890_cov_3' (1890 bp)
Sequence 'H51-bin323_1_Hain_H51_02um_R3_6057_length_6993_cov_13' (6993 bp)
Sequence 'H51R101um_2022_000000002316' (14282 bp)
Sequence 'H51R101um_2022_000000005922' (7732 bp)
Sequence 'H51R202um_2022HA_000000002240' (14947 bp)
Sequence 'H51R202um_2022HA_000000005465' (8763 bp)
Sequence 'H51R202um_2022HA_000000001435' (19347 bp)
Sequence 'H51R202um_2022HA_000000002250' (14911 bp)
Sequence 'H51R202um_2022HA_000000002859' (12924 bp)
Sequence 'H51R202um_2022HA_000000062347' (2038 bp)
Sequence 'H51R202um_2022HA_000000035748' (2875 bp)
Sequence 'H51R202um_2022HA_000000000065' (84147 bp)
Sequence 'H51R202um_2022HA_000000000187' (54356 bp)
Sequence 'H51R202um_2022HA_000000000222' (49529 bp)
Sequence 'H51R202um_2022HA_000000000930' (24682 bp)
Sequence 'H51R202um_2022HA_000000000998' (23757 bp)
Sequence 'H51R202um_2022HA_000000003700' (11095 bp)
Sequence 'H51R202um_2022HA_000000023003' (3750 bp)
Sequence 'H51R202um_2022HA_000000010516' (5953 bp)
Sequence 'H51R202um_2022HA_000000005212' (9007 bp)
Sequence 'H51R202um_2022HA_000000003949' (10679 bp)
Sequence 'H51R302um_2022_000000008837' (6188 bp)
Sequence 'H51R302um_2022_000000014119' (4677 bp)
Sequence 'H51R302um_2022HA_000000168128' (1237 bp)
Sequence 'H51R302um_2022HA_000000231715' (1031 bp)
Sequence 'H51R302um_2022HA_000000000513' (38696 bp)
Sequence 'H51R302um_2022HA_000000000597' (35438 bp)
Sequence 'H51R302um_2022HA_000000045505' (2672 bp)
Sequence 'H51R302um_2022HA_000000070984' (2046 bp)
Sequence 'H51R302um_2022HA_000000001105' (25878 bp)
Sequence 'H51R302um_2022HA_000000000282' (51332 bp)
Sequence 'H51R302um_2022HA_000000071500' (2038 bp)
Sequence 'H51R302um_2022HA_000000102597' (1649 bp)
Sequence 'H51R302um_2022HA_000000114502' (1547 bp)
Sequence 'H51R302um_2022HA_000000197474' (1128 bp)
Sequence 'H51R302um_2022HA_000000004136' (11642 bp)
Sequence 'H51R302um_2022HA_000000043713' (2734 bp)
Sequence 'H51R302um_2022HA_000000057663' (2317 bp)
Sequence 'H51R302um_2022HA_000000154978' (1297 bp)
Sequence 'H52-bin067_1_Hain_H52_02um_R2_2095_length_17377_cov_26' (17377 bp)
Sequence 'H52-bin126_1_Hain_H52_02um_R3_25765_length_3545_cov_25' (3545 bp)
Sequence 'H52-bin142_1_Hain_H52_02um_R3_82798_length_1624_cov_4' (1624 bp)
Sequence 'H52-bin143_1_Hain_H52_02um_R3_75462_length_1727_cov_6' (1727 bp)
Sequence 'H52-bin162_1_Hain_H52_02um_R3_19_length_140023_cov_6' (140023 bp)
Sequence 'H52-bin162_1_Hain_H52_02um_R3_47456_length_2352_cov_10' (2352 bp)
Sequence 'H52R102um_2022_000000020579' (3276 bp)
Sequence 'H52R102um_2022_000000026833' (2756 bp)
Sequence 'H52R102um_2022_000000055134' (1735 bp)
Sequence 'H52R102um_2022_000000090578' (1278 bp)
Sequence 'H52R102um_2022_000000122858' (1061 bp)
Sequence 'H52R102um_2022HA_000000001278' (24994 bp)
Sequence 'H52R102um_2022HA_000000053529' (1967 bp)
Sequence 'H52R201um_2022_000000011547' (4391 bp)
Sequence 'H52R202um_2022HA_000000117355' (1111 bp)
Sequence 'H52R202um_2022HA_000000000013' (144485 bp)
Sequence 'H52R202um_2022HA_000000001090' (27480 bp)
Sequence 'H52R302um_2022_000000012215' (4634 bp)
Sequence 'H52R302um_2022_000000042831' (2092 bp)
Sequence 'H52R302um_2022_000000061385' (1672 bp)
Sequence 'H52R302um_2022_000000119580' (1112 bp)
Sequence 'H52R302um_2022_000000001028' (22041 bp)
Sequence 'H52R302um_2022_000000104290' (1209 bp)
Sequence 'H52R302um_2022HA_000000000022' (131431 bp)
Sequence 'H52R302um_2022HA_000000003841' (12389 bp)
Sequence 'H52R302um_2022HA_000000004706' (10741 bp)
Sequence 'H52R302um_2022HA_000000018736' (4133 bp)
Sequence 'H52R302um_2022HA_000000000457' (43647 bp)
Sequence 'H52R302um_2022HA_000000115822' (1177 bp)
Sequence 'H52R302um_2022HA_000000004370' (11329 bp)
Sequence 'H52R302um_2022HA_000000080611' (1520 bp)
Sequence 'H52R302um_2022HA_000000035962' (2638 bp)
Sequence 'H53R101um_2022_000000008367' (5713 bp)
Sequence 'H53R101um_2022_000000105868' (1023 bp)
Sequence 'H53R102um_2022_000000003277' (9198 bp)
Sequence 'H53R102um_2022_000000008060' (5270 bp)
Sequence 'H53R102um_2022_000000013657' (3818 bp)
Sequence 'H53R102um_2022HA_000000039168' (2541 bp)
Sequence 'H53R102um_2022HA_000000006638' (7956 bp)
Sequence 'H53R102um_2022HA_000000132661' (1074 bp)
Sequence 'H53R102um_2022HA_000000015633' (4636 bp)
Sequence 'H53R102um_2022HA_000000033244' (2851 bp)
Sequence 'H53R201um_2022_000000000436' (38968 bp)
Sequence 'H53R202um_2022_000000003748' (9179 bp)
Sequence 'H53R202um_2022_000000002059' (13558 bp)
Sequence 'H53R202um_2022_000000019450' (3265 bp)
Sequence 'H53R202um_2022_000000037299' (2199 bp)
Sequence 'H53R202um_2022_000000039621' (2119 bp)
Sequence 'H53R202um_2022_000000041041' (2073 bp)
Sequence 'H53R202um_2022_000000065799' (1566 bp)
Sequence 'H53R202um_2022_000000073914' (1463 bp)
Sequence 'H53R202um_2022_000000001985' (13828 bp)
Sequence 'H53R202um_2022_000000000110' (56975 bp)
Sequence 'H53R202um_2022HA_000000157125' (1001 bp)
Sequence 'H53R202um_2022HA_000000000011' (189673 bp)
Sequence 'H53R202um_2022HA_000000000568' (37805 bp)
Sequence 'H53R202um_2022HA_000000004953' (9851 bp)
Sequence 'H53R202um_2022HA_000000009563' (6410 bp)
Sequence 'H53R202um_2022HA_000000013429' (5186 bp)
Sequence 'H53R202um_2022HA_000000016582' (4551 bp)
Sequence 'H53R202um_2022HA_000000024534' (3537 bp)
Sequence 'H53R202um_2022HA_000000121694' (1204 bp)
Sequence 'H53R202um_2022HA_000000134227' (1120 bp)
Sequence 'H53R202um_2022HA_000000016109' (4637 bp)
Sequence 'H53R301um_2022_000000004195' (5820 bp)
Sequence 'H53R302um_2022_000000004105' (6173 bp)
Sequence 'H53R302um_2022HA_000000013733' (4331 bp)
Sequence 'H53R302um_2022HA_000000013568' (4360 bp)
Sequence 'H53R302um_2022HA_000000006439' (6969 bp)
Sequence 'H53R302um_2022HA_000000006643' (6834 bp)
Sequence 'H53R302um_2022HA_000000021076' (3278 bp)
Sequence 'H53R302um_2022HA_000000027687' (2728 bp)
Sequence 'H53R302um_2022HA_000000079854' (1255 bp)
